,index,Series,Year,Value,Country
4084,ATG,Current account balance (% of GDP),2026,-11.8,Antigua and Barbuda
4087,AZE,Current account balance (% of GDP),2026,10.8,Azerbaijan
4089,BDI,Current account balance (% of GDP),2026,-12.7,Burundi
4091,BEN,Current account balance (% of GDP),2026,-4.5,Benin
4092,BFA,Current account balance (% of GDP),2026,-2.7,Burkina Faso
4093,BGD,Current account balance (% of GDP),2026,-3.0,Bangladesh
4097,BIH,Current account balance (% of GDP),2026,-3.3,Bosnia and Herzegovina
4098,BLR,Current account balance (% of GDP),2026,1.4,Belarus
4099,BLZ,Current account balance (% of GDP),2026,-7.5,Belize
4100,BOL,Current account balance (% of GDP),2026,-3.3,Bolivia
4101,BRA,Current account balance (% of GDP),2026,-2.6,Brazil
4104,BTN,Current account balance (% of GDP),2026,-3.4,Bhutan
4105,BWA,Current account balance (% of GDP),2026,3.8,Botswana
4106,CAF,Current account balance (% of GDP),2026,-5.2,Central African Republic
4112,CHN,Current account balance (% of GDP),2026,0.7,China (People's Republic of)
4113,CIV,Current account balance (% of GDP),2026,-4.1,Côte d'Ivoire
4115,CMR,Current account balance (% of GDP),2026,-2.5,Cameroon
4116,COD,Current account balance (% of GDP),2026,-1.9,Democratic Republic of the Congo
4117,COG,Current account balance (% of GDP),2026,-0.1,Congo
4118,COL,Current account balance (% of GDP),2026,-4.1,Colombia
4119,COM,Current account balance (% of GDP),2026,-6.1,Comoros
4120,CPV,Current account balance (% of GDP),2026,-2.7,Cabo Verde
4121,CRI,Current account balance (% of GDP),2026,-3.0,Costa Rica
4126,DJI,Current account balance (% of GDP),2026,0.5,Djibouti
4127,DMA,Current account balance (% of GDP),2026,-16.6,Dominica
4129,DOM,Current account balance (% of GDP),2026,-3.5,Dominican Republic
4130,DZA,Current account balance (% of GDP),2026,-5.2,Algeria
4132,ECU,Current account balance (% of GDP),2026,2.0,Ecuador
4135,EGY,Current account balance (% of GDP),2026,-2.5,Egypt
4136,ERI,Current account balance (% of GDP),2026,10.1,Eritrea
4139,ETH,Current account balance (% of GDP),2026,-1.8,Ethiopia
4144,FJI,Current account balance (% of GDP),2026,-8.6,Fiji
4146,FSM,Current account balance (% of GDP),2026,-6.5,Micronesia
4147,GAB,Current account balance (% of GDP),2026,-2.8,Gabon
4149,GEO,Current account balance (% of GDP),2026,-4.8,Georgia
4150,GHA,Current account balance (% of GDP),2026,-3.0,Ghana
4151,GIN,Current account balance (% of GDP),2026,-3.7,Guinea
4152,GMB,Current account balance (% of GDP),2026,-10.3,Gambia
4153,GNB,Current account balance (% of GDP),2026,-4.2,Guinea-Bissau
4154,GNQ,Current account balance (% of GDP),2026,-7.8,Equatorial Guinea
4156,GRD,Current account balance (% of GDP),2026,-12.2,Grenada
4157,GTM,Current account balance (% of GDP),2026,1.2,Guatemala
4158,GUY,Current account balance (% of GDP),2026,23.4,Guyana
4160,HND,Current account balance (% of GDP),2026,-3.6,Honduras
4162,HTI,Current account balance (% of GDP),2026,-0.7,Haiti
4164,IDN,Current account balance (% of GDP),2026,-1.4,Indonesia
4165,IND,Current account balance (% of GDP),2026,-2.4,India
4167,IRN,Current account balance (% of GDP),2026,2.1,Iran
4168,IRQ,Current account balance (% of GDP),2026,-4.4,Iraq
4172,JAM,Current account balance (% of GDP),2026,-2.0,Jamaica
4173,JOR,Current account balance (% of GDP),2026,-2.5,Jordan
4175,KAZ,Current account balance (% of GDP),2026,-2.6,Kazakhstan
4176,KEN,Current account balance (% of GDP),2026,-5.1,Kenya
4177,KGZ,Current account balance (% of GDP),2026,-8.1,Kyrgyzstan
4178,KHM,Current account balance (% of GDP),2026,-6.8,Cambodia
4179,KIR,Current account balance (% of GDP),2026,12.2,Kiribati
4183,LAO,Current account balance (% of GDP),2026,-8.4,Lao People's Democratic Republic
4184,LBN,Current account balance (% of GDP),2026,,Lebanon
4185,LBR,Current account balance (% of GDP),2026,-18.0,Liberia
4186,LBY,Current account balance (% of GDP),2026,5.1,Libya
4187,LCA,Current account balance (% of GDP),2026,0.3,Saint Lucia
4188,LKA,Current account balance (% of GDP),2026,-1.4,Sri Lanka
4189,LSO,Current account balance (% of GDP),2026,-6.0,Lesotho
4195,MAR,Current account balance (% of GDP),2026,-3.1,Morocco
4196,MDA,Current account balance (% of GDP),2026,-9.0,Moldova
4197,MDG,Current account balance (% of GDP),2026,-3.9,Madagascar
4198,MDV,Current account balance (% of GDP),2026,-9.7,Maldives
4201,MEX,Current account balance (% of GDP),2026,-1.0,Mexico
4202,MHL,Current account balance (% of GDP),2026,-2.0,Marshall Islands
4203,MKD,Current account balance (% of GDP),2026,-3.5,North Macedonia
4204,MLI,Current account balance (% of GDP),2026,-3.7,Mali
4206,MMR,Current account balance (% of GDP),2026,-1.1,Myanmar
4207,MNE,Current account balance (% of GDP),2026,-11.7,Montenegro
4208,MNG,Current account balance (% of GDP),2026,-12.0,Mongolia
4209,MOZ,Current account balance (% of GDP),2026,-40.5,Mozambique
4210,MRT,Current account balance (% of GDP),2026,-5.4,Mauritania
4211,MUS,Current account balance (% of GDP),2026,-5.3,Mauritius
4212,MWI,Current account balance (% of GDP),2026,-9.7,Malawi
4213,MYS,Current account balance (% of GDP),2026,2.9,Malaysia
4214,NAM,Current account balance (% of GDP),2026,-3.4,Namibia
4216,NER,Current account balance (% of GDP),2026,-9.5,Niger
4217,NGA,Current account balance (% of GDP),2026,-0.3,Nigeria
4218,NIC,Current account balance (% of GDP),2026,-2.6,Nicaragua
4222,NPL,Current account balance (% of GDP),2026,-4.4,Nepal
4223,NRU,Current account balance (% of GDP),2026,-0.8,Nauru
4228,PAK,Current account balance (% of GDP),2026,-2.5,Pakistan
4229,PAN,Current account balance (% of GDP),2026,-3.2,Panama
4230,PER,Current account balance (% of GDP),2026,-1.8,Peru
4231,PHL,Current account balance (% of GDP),2026,-1.3,Philippines
4233,PLW,Current account balance (% of GDP),2026,-33.7,Palau
4234,PNG,Current account balance (% of GDP),2026,23.8,Papua New Guinea
4237,PRY,Current account balance (% of GDP),2026,-1.6,Paraguay
4241,RWA,Current account balance (% of GDP),2026,-8.8,Rwanda
4244,SDN,Current account balance (% of GDP),2026,-8.2,Sudan
4245,SEN,Current account balance (% of GDP),2026,-5.1,Senegal
4248,SLB,Current account balance (% of GDP),2026,-7.9,Solomon Islands
4249,SLE,Current account balance (% of GDP),2026,-2.7,Sierra Leone
4250,SLV,Current account balance (% of GDP),2026,-5.5,El Salvador
4253,SOM,Current account balance (% of GDP),2026,-14.5,Somalia
4254,SRB,Current account balance (% of GDP),2026,-4.9,Serbia
4256,SSD,Current account balance (% of GDP),2026,1.4,South Sudan
4258,STP,Current account balance (% of GDP),2026,-8.5,Sao Tome and Principe
4259,SUR,Current account balance (% of GDP),2026,-2.2,Suriname
4263,SWZ,Current account balance (% of GDP),2026,2.0,Eswatini
4265,SYR,Current account balance (% of GDP),2026,,Syrian Arab Republic
4266,TCD,Current account balance (% of GDP),2026,-4.8,Chad
4267,TGO,Current account balance (% of GDP),2026,-3.2,Togo
4268,THA,Current account balance (% of GDP),2026,3.6,Thailand
4269,TJK,Current account balance (% of GDP),2026,-2.9,Tajikistan
4270,TKM,Current account balance (% of GDP),2026,0.6,Turkmenistan
4271,TLS,Current account balance (% of GDP),2026,-50.3,Timor-Leste
4272,TON,Current account balance (% of GDP),2026,-13.8,Tonga
4274,TUN,Current account balance (% of GDP),2026,-5.2,Tunisia
4275,TUR,Current account balance (% of GDP),2026,-2.3,Türkiye
4276,TUV,Current account balance (% of GDP),2026,-4.4,Tuvalu
4278,TZA,Current account balance (% of GDP),2026,-2.8,Tanzania
4279,UGA,Current account balance (% of GDP),2026,-12.7,Uganda
4280,UKR,Current account balance (% of GDP),2026,,Ukraine
4284,UZB,Current account balance (% of GDP),2026,-4.6,Uzbekistan
4285,VCT,Current account balance (% of GDP),2026,-10.4,Saint Vincent and the Grenadines
4286,VEN,Current account balance (% of GDP),2026,,Venezuela
4287,VNM,Current account balance (% of GDP),2026,1.6,Viet Nam
4288,VUT,Current account balance (% of GDP),2026,2.6,Vanuatu
4293,WSM,Current account balance (% of GDP),2026,-3.4,Samoa
4294,YEM,Current account balance (% of GDP),2026,-3.6,Yemen
4295,ZAF,Current account balance (% of GDP),2026,-2.2,South Africa
4296,ZMB,Current account balance (% of GDP),2026,5.4,Zambia
4297,ZWE,Current account balance (% of GDP),2026,0.6,Zimbabwe
4300,AFG,Change of average inflation rate consumer prices (in %),2026,,Afghanistan
4302,AGO,Change of average inflation rate consumer prices (in %),2026,9.3,Angola
4303,ALB,Change of average inflation rate consumer prices (in %),2026,3.0,Albania
4307,ARG,Change of average inflation rate consumer prices (in %),2026,42.1,Argentina
4308,ARM,Change of average inflation rate consumer prices (in %),2026,4.2,Armenia
4310,ATG,Change of average inflation rate consumer prices (in %),2026,2.0,Antigua and Barbuda
4313,AZE,Change of average inflation rate consumer prices (in %),2026,4.5,Azerbaijan
4315,BDI,Change of average inflation rate consumer prices (in %),2026,7.0,Burundi
4317,BEN,Change of average inflation rate consumer prices (in %),2026,2.0,Benin
4318,BFA,Change of average inflation rate consumer prices (in %),2026,2.0,Burkina Faso
4319,BGD,Change of average inflation rate consumer prices (in %),2026,5.5,Bangladesh
4323,BIH,Change of average inflation rate consumer prices (in %),2026,2.5,Bosnia and Herzegovina
4324,BLR,Change of average inflation rate consumer prices (in %),2026,5.7,Belarus
4325,BLZ,Change of average inflation rate consumer prices (in %),2026,1.2,Belize
4326,BOL,Change of average inflation rate consumer prices (in %),2026,3.5,Bolivia
4327,BRA,Change of average inflation rate consumer prices (in %),2026,3.0,Brazil
4330,BTN,Change of average inflation rate consumer prices (in %),2026,4.1,Bhutan
4331,BWA,Change of average inflation rate consumer prices (in %),2026,4.5,Botswana
4332,CAF,Change of average inflation rate consumer prices (in %),2026,2.5,Central African Republic
4338,CHN,Change of average inflation rate consumer prices (in %),2026,2.2,China (People's Republic of)
4339,CIV,Change of average inflation rate consumer prices (in %),2026,1.7,Côte d'Ivoire
4341,CMR,Change of average inflation rate consumer prices (in %),2026,2.3,Cameroon
4342,COD,Change of average inflation rate consumer prices (in %),2026,5.6,Democratic Republic of the Congo
4343,COG,Change of average inflation rate consumer prices (in %),2026,3.0,Congo
4344,COL,Change of average inflation rate consumer prices (in %),2026,3.0,Colombia
4345,COM,Change of average inflation rate consumer prices (in %),2026,2.1,Comoros
4346,CPV,Change of average inflation rate consumer prices (in %),2026,2.0,Cabo Verde
4347,CRI,Change of average inflation rate consumer prices (in %),2026,3.0,Costa Rica
4352,DJI,Change of average inflation rate consumer prices (in %),2026,2.5,Djibouti
4353,DMA,Change of average inflation rate consumer prices (in %),2026,2.0,Dominica
4355,DOM,Change of average inflation rate consumer prices (in %),2026,4.0,Dominican Republic
4356,DZA,Change of average inflation rate consumer prices (in %),2026,6.0,Algeria
4358,ECU,Change of average inflation rate consumer prices (in %),2026,1.5,Ecuador
4361,EGY,Change of average inflation rate consumer prices (in %),2026,7.2,Egypt
4362,ERI,Change of average inflation rate consumer prices (in %),2026,4.7,Eritrea
4365,ETH,Change of average inflation rate consumer prices (in %),2026,12.4,Ethiopia
4370,FJI,Change of average inflation rate consumer prices (in %),2026,2.7,Fiji
4372,FSM,Change of average inflation rate consumer prices (in %),2026,2.0,Micronesia
4373,GAB,Change of average inflation rate consumer prices (in %),2026,2.7,Gabon
4375,GEO,Change of average inflation rate consumer prices (in %),2026,3.0,Georgia
4376,GHA,Change of average inflation rate consumer prices (in %),2026,8.0,Ghana
4377,GIN,Change of average inflation rate consumer prices (in %),2026,7.5,Guinea
4378,GMB,Change of average inflation rate consumer prices (in %),2026,5.0,Gambia
4379,GNB,Change of average inflation rate consumer prices (in %),2026,2.0,Guinea-Bissau
4380,GNQ,Change of average inflation rate consumer prices (in %),2026,4.2,Equatorial Guinea
4382,GRD,Change of average inflation rate consumer prices (in %),2026,2.0,Grenada
4383,GTM,Change of average inflation rate consumer prices (in %),2026,4.0,Guatemala
4384,GUY,Change of average inflation rate consumer prices (in %),2026,5.0,Guyana
4386,HND,Change of average inflation rate consumer prices (in %),2026,4.0,Honduras
4388,HTI,Change of average inflation rate consumer prices (in %),2026,11.5,Haiti
4390,IDN,Change of average inflation rate consumer prices (in %),2026,2.6,Indonesia
4391,IND,Change of average inflation rate consumer prices (in %),2026,4.1,India
4393,IRN,Change of average inflation rate consumer prices (in %),2026,25.0,Iran
4394,IRQ,Change of average inflation rate consumer prices (in %),2026,2.3,Iraq
4398,JAM,Change of average inflation rate consumer prices (in %),2026,5.0,Jamaica
4399,JOR,Change of average inflation rate consumer prices (in %),2026,2.5,Jordan
4401,KAZ,Change of average inflation rate consumer prices (in %),2026,5.6,Kazakhstan
4402,KEN,Change of average inflation rate consumer prices (in %),2026,4.6,Kenya
4403,KGZ,Change of average inflation rate consumer prices (in %),2026,5.5,Kyrgyzstan
4404,KHM,Change of average inflation rate consumer prices (in %),2026,3.0,Cambodia
4405,KIR,Change of average inflation rate consumer prices (in %),2026,1.9,Kiribati
4409,LAO,Change of average inflation rate consumer prices (in %),2026,3.0,Lao People's Democratic Republic
4410,LBN,Change of average inflation rate consumer prices (in %),2026,,Lebanon
4411,LBR,Change of average inflation rate consumer prices (in %),2026,5.5,Liberia
4412,LBY,Change of average inflation rate consumer prices (in %),2026,2.9,Libya
4413,LCA,Change of average inflation rate consumer prices (in %),2026,2.0,Saint Lucia
4414,LKA,Change of average inflation rate consumer prices (in %),2026,5.2,Sri Lanka
4415,LSO,Change of average inflation rate consumer prices (in %),2026,5.5,Lesotho
4421,MAR,Change of average inflation rate consumer prices (in %),2026,2.0,Morocco
4422,MDA,Change of average inflation rate consumer prices (in %),2026,5.0,Moldova
4423,MDG,Change of average inflation rate consumer prices (in %),2026,7.4,Madagascar
4424,MDV,Change of average inflation rate consumer prices (in %),2026,2.0,Maldives
4427,MEX,Change of average inflation rate consumer prices (in %),2026,3.1,Mexico
4428,MHL,Change of average inflation rate consumer prices (in %),2026,2.0,Marshall Islands
4429,MKD,Change of average inflation rate consumer prices (in %),2026,2.0,North Macedonia
4430,MLI,Change of average inflation rate consumer prices (in %),2026,2.0,Mali
4432,MMR,Change of average inflation rate consumer prices (in %),2026,7.8,Myanmar
4433,MNE,Change of average inflation rate consumer prices (in %),2026,2.3,Montenegro
4434,MNG,Change of average inflation rate consumer prices (in %),2026,7.4,Mongolia
4435,MOZ,Change of average inflation rate consumer prices (in %),2026,5.7,Mozambique
4436,MRT,Change of average inflation rate consumer prices (in %),2026,4.5,Mauritania
4437,MUS,Change of average inflation rate consumer prices (in %),2026,4.3,Mauritius
4438,MWI,Change of average inflation rate consumer prices (in %),2026,8.1,Malawi
4439,MYS,Change of average inflation rate consumer prices (in %),2026,2.4,Malaysia
4440,NAM,Change of average inflation rate consumer prices (in %),2026,4.6,Namibia
4442,NER,Change of average inflation rate consumer prices (in %),2026,2.0,Niger
4443,NGA,Change of average inflation rate consumer prices (in %),2026,14.5,Nigeria
4444,NIC,Change of average inflation rate consumer prices (in %),2026,4.0,Nicaragua
4448,NPL,Change of average inflation rate consumer prices (in %),2026,5.4,Nepal
4449,NRU,Change of average inflation rate consumer prices (in %),2026,2.8,Nauru
4454,PAK,Change of average inflation rate consumer prices (in %),2026,6.5,Pakistan
4455,PAN,Change of average inflation rate consumer prices (in %),2026,2.0,Panama
4456,PER,Change of average inflation rate consumer prices (in %),2026,2.0,Peru
4457,PHL,Change of average inflation rate consumer prices (in %),2026,3.0,Philippines
4459,PLW,Change of average inflation rate consumer prices (in %),2026,1.4,Palau
4460,PNG,Change of average inflation rate consumer prices (in %),2026,4.5,Papua New Guinea
4464,PRY,Change of average inflation rate consumer prices (in %),2026,4.0,Paraguay
4468,RWA,Change of average inflation rate consumer prices (in %),2026,5.0,Rwanda
4471,SDN,Change of average inflation rate consumer prices (in %),2026,26.8,Sudan
4472,SEN,Change of average inflation rate consumer prices (in %),2026,2.0,Senegal
4475,SLB,Change of average inflation rate consumer prices (in %),2026,3.3,Solomon Islands
4476,SLE,Change of average inflation rate consumer prices (in %),2026,14.6,Sierra Leone
4477,SLV,Change of average inflation rate consumer prices (in %),2026,1.7,El Salvador
4479,SOM,Change of average inflation rate consumer prices (in %),2026,3.3,Somalia
4480,SRB,Change of average inflation rate consumer prices (in %),2026,3.2,Serbia
4482,SSD,Change of average inflation rate consumer prices (in %),2026,8.2,South Sudan
4484,STP,Change of average inflation rate consumer prices (in %),2026,5.0,Sao Tome and Principe
4485,SUR,Change of average inflation rate consumer prices (in %),2026,10.4,Suriname
4489,SWZ,Change of average inflation rate consumer prices (in %),2026,4.4,Eswatini
4491,SYR,Change of average inflation rate consumer prices (in %),2026,,Syrian Arab Republic
4492,TCD,Change of average inflation rate consumer prices (in %),2026,3.0,Chad
4493,TGO,Change of average inflation rate consumer prices (in %),2026,2.0,Togo
4494,THA,Change of average inflation rate consumer prices (in %),2026,2.0,Thailand
4495,TJK,Change of average inflation rate consumer prices (in %),2026,6.5,Tajikistan
4496,TKM,Change of average inflation rate consumer prices (in %),2026,10.0,Turkmenistan
4497,TLS,Change of average inflation rate consumer prices (in %),2026,2.0,Timor-Leste
4498,TON,Change of average inflation rate consumer prices (in %),2026,2.7,Tonga
4500,TUN,Change of average inflation rate consumer prices (in %),2026,6.1,Tunisia
